	HMDB (*Representative ID)	Metabolite	Method	Pooled QC sample CV	RT	m/z
HILp_QI21050			HILIC-pos	0.059819217	3.99	605.2987
HILp_QI22559			HILIC-pos	0.123197056	3.99	637.3611
HILp_QI458			HILIC-pos	0.194971834	4	111.0448
HILp_QI3499			HILIC-pos	0.058822932	4	188.0919
HILp_QI7610			HILIC-pos	0.039475486	4	279.0649
HILp_QI8864			HILIC-pos	0.041956005	4	305.1501
HILp_QI9230			HILIC-pos	0.082674917	4	314.1238
HILp_QI23683			HILIC-pos	0.124218701	4	673.3086
HILp_QI2416			HILIC-pos	0.098387012	4	161.0925
HILp_QI7823			HILIC-pos	0.370206535	4	283.1299
HILp_QI8732			HILIC-pos	3.228465974	4	302.1569
HILp_QI10096			HILIC-pos	0.14235956	4	337.2743
HILp_QI10464			HILIC-pos	0.060831557	4	347.1969
HILp_QI10732			HILIC-pos	0.090596853	4	356.2799
HILp_QI22235			HILIC-pos	0.049492339	4	627.3401
HILp_QI782			HILIC-pos	0.097725051	4.01	123.0928
HILp_QI1786			HILIC-pos	0.066262382	4.01	147.0766
HILp_QI2033			HILIC-pos	0.332846462	4.01	153.9995
HILp_QI4460			HILIC-pos	0.33104713	4.01	210.0789
HILp_QI7967			HILIC-pos	0.215734715	4.01	286.1293
HILp_QI10084			HILIC-pos	0.307446333	4.01	337.2119
HILp_QI10993			HILIC-pos	0.529746783	4.01	365.2072
HILp_QI11467			HILIC-pos	0.2441549	4.01	383.2068
HILp_QI13879			HILIC-pos	0.720150083	4.01	488.2393
HILp_QI14284			HILIC-pos	0.063688518	4.01	504.3329
HILp_QI21301			HILIC-pos	0.063109398	4.01	606.4005
HILp_QI22145			HILIC-pos	0.05325354	4.01	625.3248
HILp_QI978			HILIC-pos	0.322363477	4.01	129.0547
HILp_QI7809			HILIC-pos	0.586444106	4.01	283.1007
HILp_QI8229			HILIC-pos	0.425831378	4.01	291.1357
HILp_QI8608			HILIC-pos	0.467914716	4.01	300.1241
HILp_QI8610			HILIC-pos	0.887892039	4.01	300.1254
HILp_QI8830			HILIC-pos	3.166343219	4.01	304.1781
HILp_QI24638			HILIC-pos	0.089218516	4.01	714.5381
HILp_QI1314			HILIC-pos	0.181568364	4.02	137.0601
HILp_QI7174			HILIC-pos	0.568962924	4.02	270.1147
HILp_QI7747			HILIC-pos	0.080999998	4.02	282.0977
HILp_QI9508			HILIC-pos	0.08927774	4.02	321.1814
HILp_QI9564			HILIC-pos	0.061928745	4.02	323.124
HILp_QI9961			HILIC-pos	0.19983641	4.02	334.1289
HILp_QI2593			HILIC-pos	0.475652163	4.02	166.0523
HILp_QI4534			HILIC-pos		4.02	211.1164
HILp_QI5414			HILIC-pos	0.081911666	4.02	230.1396
HILp_QI7064			HILIC-pos	0.282101529	4.02	268.1174
HILp_QI7625			HILIC-pos	0.037022918	4.02	279.1345
HILp_QI8340			HILIC-pos	0.147515579	4.02	293.1868
HILp_QI8850			HILIC-pos	0.130708395	4.02	305.078
HILp_QI11195			HILIC-pos	0.292605762	4.02	372.1312
HILp_QI12241			HILIC-pos	0.364277351	4.02	416.3064
HILp_QI1808			HILIC-pos	1.003240561	4.02	148.0605
HILp_QI8734			HILIC-pos	0.397237555	4.02	302.1585
HILp_QI9215			HILIC-pos	0.163281227	4.02	313.2749
HILp_QI9595			HILIC-pos	0.073677893	4.02	324.1294
HILp_QI11155			HILIC-pos	0.429570466	4.02	371.1457
HILp_QI12288			HILIC-pos	0.07128134	4.02	418.2141
HILp_QI15957			HILIC-pos	0.166370266	4.02	532.3491
HILp_QI1149			HILIC-pos	1.365229709	4.03	133.0849
HILp_QI2179			HILIC-pos	0.263246159	4.03	156.102
HILp_QI2595			HILIC-pos	0.154974011	4.03	166.0528
HILp_QI3284			HILIC-pos	0.019002994	4.03	184.0608
HILp_QI4403			HILIC-pos	0.34004144	4.03	209.0815
HILp_QI5501			HILIC-pos	0.0764276	4.03	232.1185
HILp_QI5777			HILIC-pos	0.033199836	4.03	239.103
HILp_QI6931			HILIC-pos	0.115133442	4.03	265.1187
HILp_QI7571			HILIC-pos	0.077791117	4.03	278.1027
HILp_QI7796			HILIC-pos	0.57111963	4.03	283.0929
HILp_QI22044			HILIC-pos	0.088730805	4.03	623.3086
HILp_QI1681			HILIC-pos	0.184875107	4.03	145.0616
HILp_QI2883			HILIC-pos	0.302352389	4.03	173.081
HILp_QI3453			HILIC-pos	0.13791883	4.03	187.108
HILp_QI8552			HILIC-pos	0.024514229	4.03	299.1243
HILp_QI8766			HILIC-pos	0.692829528	4.03	303.0606
HILp_QI8952			HILIC-pos	0.023115116	4.03	307.1657
HILp_QI10689			HILIC-pos	1.398540069	4.03	355.1893
HILp_QI727			HILIC-pos	0.188439756	4.04	122.0604
HILp_QI1885			HILIC-pos	0.297621254	4.04	150.055
HILp_QI2931			HILIC-pos	0.198462585	4.04	174.1124
HILp_QI2998			HILIC-pos	0.332236581	4.04	176.0706
HILp_QI3878			HILIC-pos	0.171566659	4.04	197.0812
HILp_QI6801			HILIC-pos	0.0738952	4.04	261.1236
HILp_QI6889			HILIC-pos	0.076296517	4.04	264.0872
HILp_QI8606			HILIC-pos	0.44898744	4.04	300.1229
HILp_QI9611			HILIC-pos	0.057264076	4.04	324.1447
HILp_QI10654			HILIC-pos	0.064227266	4.04	354.1915
HILp_QI11776			HILIC-pos	0.447723135	4.04	396.2714
HILp_QI13976			HILIC-pos	0.657034297	4.04	492.2099
HILp_QI1220			HILIC-pos	1.122696343	4.04	135.9979
HILp_QI3648			HILIC-pos	0.355912762	4.04	191.082
HILp_QI4223			HILIC-pos	2.383486112	4.04	204.0893
HILp_QI6572			HILIC-pos	0.0533377	4.04	256.1184
HILp_QI8143			HILIC-pos	0.049356623	4.04	289.1551
HILp_QI15750			HILIC-pos		4.04	528.4094
HILp_QI954			HILIC-pos	0.144907098	4.05	128.0714
HILp_QI1148			HILIC-pos	0.820537408	4.05	133.0846
HILp_QI5989			HILIC-pos	0.115222276	4.05	244.1048
HILp_QI11958			HILIC-pos	0.055930064	4.05	403.2962
HILp_QI4330			HILIC-pos	0.418366707	4.05	207.0657
HILp_QI4364			HILIC-pos	0.142255986	4.05	208.061
HILp_QI4487			HILIC-pos	0.349244284	4.05	210.1151
HILp_QI5711			HILIC-pos	0.585566527	4.05	237.1482
HILp_QI6686			HILIC-pos	1.556292882	4.05	259.0711
HILp_QI7810			HILIC-pos	0.642944137	4.05	283.1017
HILp_QI8735			HILIC-pos	0.17617981	4.05	302.1593
HILp_QI10220			HILIC-pos	0.325253787	4.05	341.1723
HILp_QI14700			HILIC-pos	0.105922133	4.05	516.2704
HILp_QI2666			HILIC-pos	0.991265594	4.06	167.0896
HILp_QI3968			HILIC-pos	0.237390831	4.06	198.1129
HILp_QI4676			HILIC-pos	0.063982986	4.06	214.1438
HILp_QI8129			HILIC-pos	0.090372025	4.06	289.1181
HILp_QI8278			HILIC-pos	0.252326799	4.06	292.1195
HILp_QI8363			HILIC-pos	0.258578199	4.06	294.1353
HILp_QI8490			HILIC-pos	0.2587264	4.06	297.146
HILp_QI10126			HILIC-pos	0.064447254	4.06	338.2695
HILp_QI10690			HILIC-pos	0.750449248	4.06	355.1897
HILp_QI12380			HILIC-pos	0.061844489	4.06	421.3067
HILp_QI165			HILIC-pos	1.782797576	4.06	90.0554
HILp_QI442			HILIC-pos	0.056080039	4.06	111.0445
HILp_QI2453			HILIC-pos	0.070295837	4.06	162.0758
HILp_QI3061			HILIC-pos	0.096554826	4.06	178.0503
HILp_QI4127			HILIC-pos	0.045295415	4.06	202.1078
HILp_QI4957			HILIC-pos	0.074718831	4.06	222.0767
HILp_QI6901			HILIC-pos	0.273118939	4.06	264.1241
HILp_QI8733			HILIC-pos	1.646193646	4.06	302.1575
HILp_QI8816			HILIC-pos	0.232174186	4.06	304.1192
HILp_QI9806			HILIC-pos	0.026819177	4.06	330.1275
HILp_QI1441			HILIC-pos	0.434899475	4.07	140.034
HILp_QI4754			HILIC-pos	0.095518845	4.07	216.1235
HILp_QI7900			HILIC-pos		4.07	285.0501
HILp_QI8604			HILIC-pos	2.196260756	4.07	300.1225
HILp_QI9058			HILIC-pos	0.09821231	4.07	310.1292
HILp_QI10072			HILIC-pos	0.14034562	4.07	337.176
HILp_QI11009			HILIC-pos	0.414707851	4.07	366.1111
HILp_QI13637			HILIC-pos	0.423414598	4.07	475.3389
HILp_QI467			HILIC-pos	0.07420256	4.07	111.0923
HILp_QI1221			HILIC-pos	0.912267469	4.07	135.9979
HILp_QI1224			HILIC-pos	1.300732998	4.07	136.0221
HILp_QI2036			HILIC-pos	0.306264859	4.07	154.0292
HILp_QI3932			HILIC-pos	4.992285111	4.07	198.0754
HILp_QI4224			HILIC-pos	4.581553468	4.07	204.0898
HILp_QI4488			HILIC-pos	1.582525814	4.07	210.1152
HILp_QI8632			HILIC-pos	0.348955434	4.07	300.192
HILp_QI8781			HILIC-pos	0.06019492	4.07	303.1344
HILp_QI9447			HILIC-pos	0.545723314	4.07	319.1355
HILp_QI10680			HILIC-pos	0.198414659	4.07	355.1504
HILp_QI12342			HILIC-pos	0.124332328	4.07	420.2301
HILp_QI14969			HILIC-pos	0.479410498	4.07	519.3348
HILp_QI15154			HILIC-pos	0.058887662	4.07	522.3431
HILp_QI15458			HILIC-pos	0.203840443	4.07	525.3093
HILp_QI19860			HILIC-pos	0.020920391	4.07	589.3035
HILp_QI4242			HILIC-pos	0.200291615	4.07	204.1237
HILp_QI4615			HILIC-pos	3.168876841	4.07	213.0942
HILp_QI4897			HILIC-pos	0.191348107	4.07	220.0981
HILp_QI5961			HILIC-pos	0.140033385	4.07	243.1345
HILp_QI6212			HILIC-pos	0.058314253	4.07	249.0541
HILp_QI7808			HILIC-pos	1.036951909	4.07	283.1001
HILp_QI8221			HILIC-pos	0.365677735	4.07	291.1336
HILp_QI9097			HILIC-pos	0.103920403	4.07	311.1253
HILp_QI13384			HILIC-pos	0.043373802	4.07	464.2841
HILp_QI14264			HILIC-pos	0.151427245	4.07	503.3385
HILp_QI14742			HILIC-pos	0.180281778	4.07	517.3334
HILp_QI1297			HILIC-pos	1.249805723	4.08	137.0456
HILp_QI1621			HILIC-pos	0.057365931	4.08	144.0658
HILp_QI1732			HILIC-pos	0.384235472	4.08	146.061
HILp_QI2923			HILIC-pos	0.049056255	4.08	174.0767
HILp_QI3887			HILIC-pos	0.293732709	4.08	197.0925
HILp_QI4489			HILIC-pos	3.672736311	4.08	210.1164
HILp_QI5927			HILIC-pos	0.487648944	4.08	242.1586
HILp_QI9191			HILIC-pos		4.08	313.1616
HILp_QI10410			HILIC-pos	0.048701368	4.08	346.1221
HILp_QI12033			HILIC-pos	0.04447153	4.08	407.3276
HILp_QI164			HILIC-pos	1.861919169	4.08	90.0553
HILp_QI3875			HILIC-pos	0.380991462	4.08	197.081
HILp_QI4302			HILIC-pos	0.050160017	4.08	206.1027
HILp_QI4629			HILIC-pos	0.209751498	4.08	213.1238
HILp_QI7927			HILIC-pos	0.055059335	4.08	285.1451
HILp_QI8065			HILIC-pos	0.336617959	4.08	288.1079
HILp_QI9117			HILIC-pos	0.438296359	4.08	311.1875
HILp_QI11422			HILIC-pos	0.035112789	4.08	381.3159
HILp_QI11618			HILIC-pos	0.11476937	4.08	389.2689
HILp_QI21400			HILIC-pos	0.02744778	4.08	609.3297
HILp_QI8609			HILIC-pos	0.754495525	4.09	300.1247
HILp_QI8630			HILIC-pos	0.491491982	4.09	300.1916
HILp_QI8917			HILIC-pos	0.066959454	4.09	306.1346
HILp_QI13758			HILIC-pos	0.057622509	4.09	482.2946
HILp_QI1304			HILIC-pos	0.492584746	4.09	137.0463
HILp_QI3441			HILIC-pos	0.130045476	4.09	187.0718
HILp_QI3826			HILIC-pos	0.249139728	4.09	196.0798
HILp_QI4818			HILIC-pos	0.199506983	4.09	218.1021
HILp_QI8393			HILIC-pos	0.118151005	4.09	295.1296
HILp_QI9022			HILIC-pos	0.280818028	4.09	309.1458
HILp_QI11870			HILIC-pos	0.034741085	4.09	399.3266
HILp_QI12274			HILIC-pos	0.036551424	4.09	417.3371
HILp_QI12402			HILIC-pos	0.123251952	4.09	422.2305
HILp_QI13534			HILIC-pos	0.030642535	4.09	470.3852
HILp_QI18647			HILIC-pos	0.350198438	4.09	572.4388
HILp_QI1800			HILIC-pos	0.636444699	4.1	147.1218
HILp_QI2611			HILIC-pos	0.032089828	4.1	166.0864
HILp_QI6270			HILIC-pos	0.127771834	4.1	250.1082
HILp_QI6334			HILIC-pos	0.05662215	4.1	252.0868
HILp_QI6561			HILIC-pos	0.29777109	4.1	256.0847
HILp_QI7439			HILIC-pos	0.454269255	4.1	275.0732
HILp_QI7765			HILIC-pos	0.138677668	4.1	282.1342
HILp_QI8737			HILIC-pos	0.495843762	4.1	302.1612
HILp_QI8851			HILIC-pos	0.178526062	4.1	305.0781
HILp_QI9093			HILIC-pos	0.437177632	4.1	311.1096
HILp_QI10454			HILIC-pos	0.268117103	4.1	347.1597
HILp_QI10938			HILIC-pos	0.58571098	4.1	363.1554
HILp_QI11170			HILIC-pos	0.075289342	4.1	371.2581
HILp_QI16415			HILIC-pos	1.22325611	4.1	542.3105
HILp_QI19044			HILIC-pos	0.6549135	4.1	578.332
HILp_QI1219			HILIC-pos	0.977366369	4.1	135.9977
HILp_QI1758			HILIC-pos	0.041062822	4.1	146.1179
HILp_QI2277			HILIC-pos	0.021878596	4.1	158.1179
HILp_QI4503			HILIC-pos	0.04243235	4.1	211.0717
HILp_QI4558			HILIC-pos		4.1	212.0109
HILp_QI6489			HILIC-pos	1.868166206	4.1	255.1051
HILp_QI7177			HILIC-pos	1.568146217	4.1	270.133
HILp_QI7339			HILIC-pos	1.231539648	4.1	273.1097
HILp_QI7969			HILIC-pos	1.265109347	4.1	286.1398
HILp_QI8809			HILIC-pos	0.278752963	4.1	304.0854
HILp_QI8856			HILIC-pos	0.337469973	4.1	305.1142
HILp_QI10574			HILIC-pos	0.033630078	4.1	351.192
HILp_QI12177			HILIC-pos	0.026554973	4.1	414.3011
HILp_QI12643			HILIC-pos	0.028525924	4.1	432.3118
HILp_QI13340			HILIC-pos	0.029197713	4.1	462.2975
HILp_QI14159			HILIC-pos	0.050359968	4.1	500.305
HILp_QI1174			HILIC-pos	0.15573654	4.11	133.1017
HILp_QI1300			HILIC-pos	1.180463547	4.11	137.0459
HILp_QI2112			HILIC-pos	0.16889736	4.11	155.0816
HILp_QI2594			HILIC-pos	0.914452813	4.11	166.0524
HILp_QI4510			HILIC-pos	0.659529144	4.11	211.0837
HILp_QI6900			HILIC-pos	0.416326737	4.11	264.1237
HILp_QI8241			HILIC-pos	0.062580446	4.11	291.1708
HILp_QI2597			HILIC-pos	0.774146997	4.11	166.0534
HILp_QI3847			HILIC-pos	0.072200043	4.11	196.0974
HILp_QI6034			HILIC-pos	0.171711216	4.11	245.063
HILp_QI8014			HILIC-pos	1.540327745	4.11	287.0956
HILp_QI9035			HILIC-pos	0.02496964	4.11	309.1814
HILp_QI9495			HILIC-pos	0.036496378	4.11	321.1451
HILp_QI10374			HILIC-pos	0.709354272	4.11	345.1797
HILp_QI10443			HILIC-pos	0.727900441	4.11	347.0944
HILp_QI12907			HILIC-pos	0.189087193	4.11	442.317
HILp_QI23264			HILIC-pos	0.411599155	4.11	658.5152
HILp_QI851			HILIC-pos	3.370574066	4.11	125.0905
HILp_QI979			HILIC-pos	0.219011515	4.11	129.0548
HILp_QI1734			HILIC-pos	0.658475636	4.11	146.0633
HILp_QI2856			HILIC-pos	0.047519334	4.11	172.0971
HILp_QI3415			HILIC-pos	0.102514971	4.11	186.1128
HILp_QI3687			HILIC-pos	0.255500669	4.11	192.0688
HILp_QI3735			HILIC-pos	0.113672978	4.11	194.0682
HILp_QI4607			HILIC-pos		4.11	212.1719
HILp_QI8275			HILIC-pos	0.205334118	4.11	292.1187
HILp_QI8634			HILIC-pos	0.256634461	4.11	300.1924
HILp_QI8906			HILIC-pos	0.094141572	4.11	306.1192
HILp_QI9777			HILIC-pos	0.449689828	4.11	329.1467
HILp_QI18347			HILIC-pos	0.090182126	4.11	570.3108
HILp_QI967			HILIC-pos	0.056868283	4.12	128.1076
HILp_QI8768			HILIC-pos	0.936447932	4.12	303.0607
HILp_QI13136			HILIC-pos	0.078251757	4.12	453.3577
HILp_QI261			HILIC-pos	1.632152249	4.12	100.1017
HILp_QI860			HILIC-pos	0.134547809	4.12	125.0972
HILp_QI1472			HILIC-pos	0.034198392	4.12	140.1076
HILp_QI2136			HILIC-pos	0.536340763	4.12	156.0563
HILp_QI4624			HILIC-pos	0.317334715	4.12	213.1231
HILp_QI5736			HILIC-pos	0.043382597	4.12	238.0719
HILp_QI7859			HILIC-pos	0.959229623	4.12	284.0966
HILp_QI8475			HILIC-pos	1.484520774	4.12	297.1168
HILp_QI10139			HILIC-pos	0.200807843	4.12	339.1556
HILp_QI10936			HILIC-pos	0.768258108	4.12	363.1544
HILp_QI12722			HILIC-pos	0.072015574	4.12	435.3473
HILp_QI204			HILIC-pos	0.226720835	4.13	97.0289
HILp_QI256			HILIC-pos		4.13	100.0734
HILp_QI574			HILIC-pos	0.047741109	4.13	116.0711
HILp_QI817			HILIC-pos	0.045383647	4.13	124.0762
HILp_QI850			HILIC-pos	0.321735273	4.13	125.0905
HILp_QI3780			HILIC-pos	0.017923066	4.13	195.1232
HILp_QI5964			HILIC-pos	0.199216781	4.13	243.1355
HILp_QI6720			HILIC-pos	0.030927328	4.13	259.1658
HILp_QI9213			HILIC-pos	0.314590528	4.13	313.2746
HILp_QI10299			HILIC-pos	0.257967668	4.13	344.1349
HILp_QI162			HILIC-pos	0.043378666	4.13	89.0606
HILp_QI1036			HILIC-pos	0.057366624	4.13	130.0867
HILp_QI2255			HILIC-pos	0.022737101	4.13	158.0816
HILp_QI6743			HILIC-pos	0.388619393	4.13	260.0922
HILp_QI6790			HILIC-pos	0.15689626	4.13	261.0943
HILp_QI7322			HILIC-pos	0.311864823	4.13	273.0968
HILp_QI7806			HILIC-pos	0.696927619	4.13	283.1
HILp_QI8723			HILIC-pos	0.209480261	4.13	302.1239
HILp_QI10063			HILIC-pos	0.312887422	4.13	337.1388
HILp_QI11881			HILIC-pos	0.16337892	4.13	400.1244
HILp_QI21620			HILIC-pos	0.032835345	4.13	613.361
HILp_QI22783			HILIC-pos	0.0473464	4.13	643.3355
HILp_QI496			HILIC-pos	0.045550267	4.14	113.0604
HILp_QI882			HILIC-pos	0.069467221	4.14	126.0915
HILp_QI3044			HILIC-pos	0.052354997	4.14	177.1126
HILp_QI3886			HILIC-pos	0.267418092	4.14	197.0924
HILp_QI4656			HILIC-pos	0.399205843	4.14	214.0726
HILp_QI5285			HILIC-pos	0.233563946	4.14	228.0872
HILp_QI6389			HILIC-pos	0.101924327	4.14	253.1189
HILp_QI8128			HILIC-pos	0.114343118	4.14	289.1181
HILp_QI702			HILIC-pos	0.090669641	4.14	121.0652
HILp_QI1626			HILIC-pos	2.71352925	4.14	144.0672
HILp_QI1814			HILIC-pos	0.391404533	4.14	148.0608
HILp_QI4594			HILIC-pos	0.186279197	4.14	212.1116
HILp_QI4635			HILIC-pos	0.472366946	4.14	213.1241
HILp_QI7231			HILIC-pos	0.048148843	4.14	271.0817
HILp_QI8117			HILIC-pos	0.077380521	4.14	289.0924
HILp_QI9756			HILIC-pos	0.181025206	4.14	328.2324
HILp_QI23789			HILIC-pos	0.038191837	4.14	678.48
HILp_QI1202			HILIC-pos	0.673639159	4.15	135.0557
HILp_QI2135			HILIC-pos	1.904928292	4.15	156.0562
HILp_QI4924			HILIC-pos	0.048738776	4.15	221.1025
HILp_QI7334			HILIC-pos	1.042617734	4.15	273.1085
HILp_QI7968			HILIC-pos	0.078827713	4.15	286.1298
HILp_QI8319			HILIC-pos	0.183747163	4.15	293.1502
HILp_QI8364			HILIC-pos	0.832006201	4.15	294.1462
HILp_QI12401			HILIC-pos	0.225272183	4.15	422.2296
HILp_QI12939			HILIC-pos	0.053400692	4.15	444.2451
HILp_QI13064			HILIC-pos	0.036631316	4.15	450.3223
HILp_QI13502			HILIC-pos	0.661128315	4.15	469.3529
HILp_QI1256			HILIC-pos	0.151513029	4.15	136.0619
HILp_QI1325			HILIC-pos	0.472418696	4.15	137.0794
HILp_QI2524			HILIC-pos	0.023408488	4.15	164.0708
HILp_QI2587			HILIC-pos	0.048190616	4.15	166.0203
HILp_QI3421			HILIC-pos	3.630000164	4.15	186.1153
HILp_QI5855			HILIC-pos	0.073046169	4.15	240.1598
HILp_QI6318			HILIC-pos	0.236729511	4.15	251.1406
HILp_QI8442			HILIC-pos	0.144475227	4.15	296.1132
HILp_QI8484			HILIC-pos	0.080958364	4.15	297.1447
HILp_QI8599			HILIC-pos	0.134393046	4.15	300.1091
HILp_QI8940			HILIC-pos	0.446472195	4.15	307.1024
HILp_QI9937			HILIC-pos	0.041058705	4.15	333.1816
HILp_QI11125			HILIC-pos	0.021687032	4.15	370.084
HILp_QI2634			HILIC-pos	0.496984837	4.15	167.0236
HILp_QI3114			HILIC-pos	0.096041742	4.15	180.0659
HILp_QI3854			HILIC-pos	4.249367107	4.15	196.0993
HILp_QI4257			HILIC-pos	0.076591644	4.15	205.0716
HILp_QI4329			HILIC-pos	0.49198635	4.15	207.0654
HILp_QI5289			HILIC-pos	0.246009353	4.15	228.1066
HILp_QI7274			HILIC-pos	0.047057953	4.15	272.1135
HILp_QI9491			HILIC-pos	0.043762769	4.15	321.073
HILp_QI10683			HILIC-pos	0.209927178	4.15	355.1505
HILp_QI13859			HILIC-pos	0.585308859	4.15	486.3594
HILp_QI15157			HILIC-pos	0.206959272	4.15	522.3786
HILp_QI21700			HILIC-pos	0.858247924	4.15	616.4694
HILp_QI222			HILIC-pos	0.258663632	4.16	98.0608
HILp_QI274			HILIC-pos	0.601100461	4.16	101.0603
HILp_QI1850			HILIC-pos	0.783741414	4.16	149.0707
HILp_QI2198			HILIC-pos	0.516756986	4.16	157.0497
HILp_QI2784			HILIC-pos	0.038890045	4.16	170.0814
HILp_QI3199			HILIC-pos	0.023435908	4.16	182.0816
HILp_QI5376			HILIC-pos	0.562556515	4.16	230.0891
HILp_QI6520			HILIC-pos	0.106872512	4.16	255.1343
HILp_QI7767			HILIC-pos	0.25940509	4.16	282.1347
HILp_QI12720			HILIC-pos	0.986739131	4.16	435.3111
HILp_QI13306			HILIC-pos	0.094471293	4.16	460.2821
HILp_QI13521			HILIC-pos	0.161829942	4.16	470.265
HILp_QI18646			HILIC-pos	0.119575299	4.16	572.4383
HILp_QI1159			HILIC-pos	0.02222966	4.16	133.0864
HILp_QI1403			HILIC-pos	0.035757965	4.16	138.0919
HILp_QI5116			HILIC-pos	0.063885678	4.16	225.1239
HILp_QI6667			HILIC-pos	0.053799765	4.16	258.1345
HILp_QI7165			HILIC-pos	0.12036126	4.16	270.0973
HILp_QI7642			HILIC-pos	0.133245903	4.16	279.1706
HILp_QI8736			HILIC-pos	1.14065856	4.16	302.1608
HILp_QI9185			HILIC-pos	0.046018445	4.16	313.14
HILp_QI10292			HILIC-pos	0.04895388	4.16	343.2637
HILp_QI874			HILIC-pos	1.844201171	4.17	126.0574
HILp_QI1477			HILIC-pos	0.681601454	4.17	140.1085
HILp_QI1523			HILIC-pos	0.685411159	4.17	141.1022
HILp_QI3874			HILIC-pos	0.637152047	4.17	197.0808
HILp_QI4102			HILIC-pos	0.179658667	4.17	201.1245
HILp_QI5357			HILIC-pos	0.038382343	4.17	229.1915
HILp_QI8361			HILIC-pos	0.992015629	4.17	294.1342
HILp_QI8656			HILIC-pos	0.026930333	4.17	301.0462
HILp_QI9439			HILIC-pos	0.035907731	4.17	319.0569
HILp_QI19945			HILIC-pos	0.280252275	4.17	590.4576
HILp_QI21637			HILIC-pos	0.051714711	4.17	614.4582
HILp_QI9494			HILIC-pos	0.091040919	4.17	321.1101
HILp_QI10451			HILIC-pos	0.160414405	4.17	347.1593
HILp_QI1682			HILIC-pos	0.265264005	4.18	145.0804
HILp_QI7906			HILIC-pos	0.630038768	4.18	285.0827
HILp_QI13564			HILIC-pos	0.025348731	4.18	472.2454
HILp_QI25303			HILIC-pos	0.103708616	4.18	786.597
HILp_QI1273			HILIC-pos	0.023762358	4.18	136.076
HILp_QI2073			HILIC-pos	0.58017085	4.18	154.0999
HILp_QI4400			HILIC-pos	0.529731893	4.18	209.0643
HILp_QI4780			HILIC-pos	0.425057986	4.18	217.1043
HILp_QI9757			HILIC-pos	0.385463965	4.18	328.2328
HILp_QI12579			HILIC-pos	0.033329068	4.18	430.2712
HILp_QI257			HILIC-pos	0.012616545	4.19	100.0764
HILp_QI281			HILIC-pos	1.004967353	4.19	101.073
HILp_QI2735			HILIC-pos	0.04554291	4.19	169.0357
HILp_QI6856			HILIC-pos	0.051738648	4.19	263.1031
HILp_QI9879			HILIC-pos	0.402346613	4.19	332.1057
HILp_QI9992			HILIC-pos	0.456828333	4.19	335.1597
HILp_QI264			HILIC-pos	0.623577867	4.19	100.1034
HILp_QI12989			HILIC-pos	0.105753622	4.19	446.2943
HILp_QI260			HILIC-pos	0.296297588	4.19	100.1016
HILp_QI2034			HILIC-pos	0.824408684	4.19	153.9995
HILp_QI4717			HILIC-pos	0.028725144	4.19	215.176
HILp_QI9669			HILIC-pos	0.040462934	4.19	325.2528
HILp_QI14281			HILIC-pos	0.121683902	4.19	504.3153
HILp_QI17362			HILIC-pos	0.285972052	4.19	558.3472
HILp_QI566			HILIC-pos	0.340496467	4.2	116.0541
HILp_QI2776			HILIC-pos	0.092122876	4.2	170.0563
HILp_QI15153			HILIC-pos	0.082538902	4.2	522.3261
HILp_QI16278			HILIC-pos	0.408928349	4.2	540.3364
HILp_QI18825			HILIC-pos	0.200512914	4.2	575.3732
HILp_QI5687			HILIC-pos	0.16631222	4.2	237.0728
HILp_QI323			HILIC-pos	0.056390006	4.21	104.0713
HILp_QI3494			HILIC-pos	0.822227863	4.21	188.0863
HILp_QI9568			HILIC-pos	0.020952389	4.21	323.1608
HILp_QI270			HILIC-pos	0.505562635	4.22	101.0529
HILp_QI1550			HILIC-pos	0.142749481	4.22	142.0871
HILp_QI4531			HILIC-pos	3.958041081	4.22	211.1106
HILp_QI6002			HILIC-pos	0.043216186	4.22	244.1185
HILp_QI10622			HILIC-pos	0.036101926	4.22	353.2076
HILp_QI2443			HILIC-pos	0.442710833	4.22	162.0546
HILp_QI4582			HILIC-pos	0.535734712	4.22	212.095
HILp_QI4748			HILIC-pos	0.553889037	4.22	216.1229
HILp_QI287			HILIC-pos	0.576479137	4.23	101.1064
HILp_QI7865			HILIC-pos	0.599591854	4.23	284.1126
HILp_QI10685			HILIC-pos	0.274414013	4.23	355.1516
HILp_QI18349			HILIC-pos	0.28680781	4.23	570.3118
HILp_QI295			HILIC-pos	0.118635025	4.23	102.083
HILp_QI6383			HILIC-pos	0.365060242	4.23	253.1184
HILp_QI8114			HILIC-pos	0.247577665	4.23	289.0913
HILp_QI8600			HILIC-pos	0.258344472	4.23	300.1091
HILp_QI14740			HILIC-pos		4.23	517.3302
HILp_QI5105			HILIC-pos	0.054645344	4.23	225.0876
HILp_QI9653			HILIC-pos	0.04383717	4.23	325.1763
HILp_QI3275			HILIC-pos	0.024801673	4.24	183.1134
HILp_QI9855			HILIC-pos	0.55256724	4.24	331.1624
HILp_QI10565			HILIC-pos	0.023305852	4.24	351.0862
HILp_QI13936			HILIC-pos	0.036982152	4.24	490.2962
HILp_QI14412			HILIC-pos	0.039001116	4.24	508.307
HILp_QI15495			HILIC-pos	0.031203709	4.24	526.3176
HILp_QI16617			HILIC-pos	0.030033017	4.24	544.3281
HILp_QI5236			HILIC-pos	0.282737203	4.25	227.1381
